publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,notes,publisher_name,publication_type,date_monograph_published_print,date_monograph_published_online,monograph_volume,monograph_edition,first_editor,parent_publication_title_id,preceding_publication_title_id,access_type,full_coverage,collection,discipline,catalog_identifier_oclc,catalog_identifier_lccn,archive_release_date,publication_date,grouped_id,lineage,parent,processed_date_first_issue_online,processed_date_last_issue_online,lineage_active_years,lineage_active_years_bin,coerced_date_first_issue_online,coerced_date_last_issue_online,unique_discipline,wikidata_url,wikipedia_url,wikidata_title,aggregated_disciplines,title_active_years,title_active_years_bin,unique_title_discipline,unique_lineage_discipline,discipline_count_per_title,discipline_count_per_lineage,processed_publisher_name,updated_discipline_count_per_lineage,qid,lineage_has_wiki,title_has_wiki
The Numismatic Chronicle (1838-1842),2054-9156,2054-9164,1838-06-01,1,,1841-04-01,4,,https://www-jstor-org.proxy2.library.illinois.edu/journal/numichro,,numichro,,fulltext,,Royal Numismatic Society,serial,,,,,,numchrjnumsoc,numismaticj,P,1838-06-01 - 1841-04-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XI Collection,Archaeology ; Art & Art History ; Arts ; Social Sciences,688645993,,2014-06-20,,numismaticj,numismaticj,numchrjnumsoc,1838-06-01,1841-04-01,184,binned_3,1838-06-01,1841-04-01,True,http://www.wikidata.org/entity/Q106824567,,The Numismatic Chronicle,Archaeology ; Art & Art History ; Arts ; Social Sciences,4,binned_0,True,True,4,4,Royal Numismatic Society,4,Q106824567,True,True
Connecticut Common School Journal (1838-1853),2158-9143,2639-9245,1838-08-01,1,1,1853-12-01,8,12,https://www-jstor-org.proxy2.library.illinois.edu/journal/conncommschoj,,conncommschoj,,fulltext,,"Sage Publications, Inc.",serial,,,,,,massteac3,,P,1838-08-01 - 1853-12-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XII Collection,Education ; Social Sciences,70959508,2008266624,2018-09-27,,conncommschoj,conncommschoj,massteac3,1838-08-01,1853-12-01,219,binned_3,1838-08-01,1853-12-01,True,,,,Education ; Social Sciences,16,binned_1,True,True,2,2,"Sage Publications, Inc.",2,,True,False
Transactions of the Apollo Association for the Promotion of the Fine Arts in the United States,2152-615X,,1839-01-01,,,1842-01-01,,,https://www-jstor-org.proxy2.library.illinois.edu/journal/tranapolassoprom,,tranapolassoprom,,fulltext,Publication of this title ceased in 1849.,,serial,,,,,,tranamerartunio,,P,1839-01-01 - 1842-01-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences VIII Collection,Art & Art History ; Arts,568751549,2010234958,2010-03-24,,tranapolassoprom,tranapolassoprom,tranamerartunio,1839-01-01,1842-01-01,16,binned_0,1839-01-01,1842-01-01,True,,,,Art & Art History ; Arts,4,binned_0,True,True,2,2,,2,,False,False
Bibliothèque de l'École des chartes,0373-6237,1953-8138,1839-01-01,1,,2015-01-01,173,,https://www-jstor-org.proxy2.library.illinois.edu/journal/biblecolchar,,biblecolchar,P6Y,fulltext,,Librairie Droz,serial,,,,,,,,P,1839-01-01 - 2015-01-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XIV Collection,History,58997043,2005249027,2015-03-27,,biblecolchar,biblecolchar,biblecolchar,1839-01-01,2015-01-01,177,binned_3,1839-01-01,2015-01-01,True,http://www.wikidata.org/entity/Q856645,https://en.wikipedia.org/wiki/Biblioth%C3%A8que_de_l%27%C3%89cole_des_Chartes,Bibliothèque de l'École des Chartes,History,177,binned_3,True,True,1,1,Librairie Droz,1,Q856645,True,True
The Irish Penny Journal,2009-0935,,1840-07-04,1,1,1841-06-26,1,52,https://www-jstor-org.proxy2.library.illinois.edu/journal/irispennjour,,irispennjour,,fulltext,Publication of this title ceased in 1841.,,serial,,,,,,,,P,1840-07-04 - 1841-06-26,Ireland Collection ; JSTOR Archival Journal & Primary Source Collection,Area Studies ; Folklore ; History ; Humanities ; Irish Studies,248571992,2008-235301,2008-09-12,,irispennjour,irispennjour,irispennjour,1840-07-04,1841-06-26,2,binned_0,1840-07-04,1841-06-26,True,,,,Area Studies ; Folklore ; History ; Humanities ; Irish Studies,2,binned_0,True,True,5,5,,5,,False,False
Provincial Medical & Surgical Journal (1840-1842),2041-9953,,1840-10-03,1,1,1842-04-02,3,27,https://www-jstor-org.proxy2.library.illinois.edu/journal/provmedsurgj1840,,provmedsurgj1840,,fulltext,,BMJ,serial,,,,,,provmedjandrms,,P,1840-10-03 - 1842-04-02,JSTOR Archival Journal & Primary Source Collection ; Life Sciences Collection ; Health & General Sciences Collection,Health Sciences ; Medicine & Allied Health,253498832,2008-247702,2009-10-28,,provmedsurgj1840,provmedsurgj1840,provmedjandrms,1840-10-03,1842-04-02,187,binned_3,1840-10-03,1842-04-02,True,http://www.wikidata.org/entity/Q27723445,,Provincial medical & surgical journal,Health Sciences ; Medicine & Allied Health,3,binned_0,True,True,2,2,BMJ,2,Q27723445,True,True
Nederlandsch archief voor kerkelijke geschiedenis,0921-9943,2589-7144,1841-01-01,12,,1849-01-01,20,,https://www-jstor-org.proxy2.library.illinois.edu/journal/nedearchkerkgesc,,nedearchkerkgesc,,fulltext,,Brill,serial,,,,,,nieuarchkerkgesc,archkerkgescinzn,P,1841-01-01 - 1849-01-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XIII Collection ; Religion & Theology Collection,History ; Humanities ; Religion,656865451,,2018-03-26,,archkerkgescinzn,archkerkgescinzn,nieuarchkerkgesc,1841-01-01,1849-01-01,24,binned_0,1841-01-01,1849-01-01,True,,,,History ; Humanities ; Religion,9,binned_0,True,True,3,3,Brill,3,,False,False
Zeitschrift für deutsches Alterthum,1619-6627,,1841-01-01,1,,1875-01-01,18,,https://www-jstor-org.proxy2.library.illinois.edu/journal/zeitdeutalte,,zeitdeutalte,,fulltext,,S. Hirzel Verlag,serial,,,,,,zeitdeutaltedeut,,P,1841-01-01 - 1875-01-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences VIII Collection,Humanities ; Language & Literature,233145363,2011-235394,2011-05-25,,zeitdeutalte,zeitdeutalte,zeitdeutaltedeut,1841-01-01,1875-01-01,178,binned_3,1841-01-01,1875-01-01,True,,,,Humanities ; Language & Literature,35,binned_2,True,True,2,2,S. Hirzel Verlag,2,,True,False
Proceedings of the Academy of Natural Sciences of Philadelphia,0097-3157,1938-5293,1841-03-01,1,1,2016-01-01,165,,https://www-jstor-org.proxy2.library.illinois.edu/journal/procacadnatuscie,,procacadnatuscie,P4Y,fulltext,,Academy of Natural Sciences,serial,,,,,,,,P,1841-03-01 - 2016-01-01,Biological Sciences Collection ; JSTOR Archival Journal & Primary Source Collection ; Life Sciences Collection,Biological Sciences ; Science & Mathematics,49749281,2004-242219,2007-10-31,,procacadnatuscie,procacadnatuscie,procacadnatuscie,1841-03-01,2016-01-01,176,binned_3,1841-03-01,2016-01-01,True,http://www.wikidata.org/entity/Q11134281,https://en.wikipedia.org/wiki/Proceedings_of_the_Academy_of_Natural_Sciences_of_Philadelphia,Proceedings of the Academy of Natural Sciences of Philadelphia,Biological Sciences ; Science & Mathematics,176,binned_3,True,True,2,2,Academy of Natural Sciences,2,Q11134281,True,True
Archivio Storico Italiano,0391-7770,2036-4660,1842-01-01,1,,2019-10-01,177,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/archstorital,,archstorital,P4Y,fulltext,,Casa Editrice Leo S. Olschki s.r.l.,serial,,,,,,,,P,1842-01-01 - 2019-10-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XV Collection,History,567667798,,2017-11-30,,archstorital,archstorital,archstorital,1842-01-01,2019-10-01,178,binned_3,1842-01-01,2019-10-01,True,http://www.wikidata.org/entity/Q635850,,Archivio Storico Italiano,History,178,binned_3,True,True,1,1,Casa Editrice Leo S. Olschki s.r.l.,1,Q635850,True,True
The Numismatic Chronicle and Journal of the Numismatic Society,2054-9172,2054-9180,1842-04-01,5,,1903-01-01,3,,https://www-jstor-org.proxy2.library.illinois.edu/journal/numchrjnumsoc,,numchrjnumsoc,,fulltext,,Royal Numismatic Society,serial,,,,,,numchrjroynumsoc,numichro,P,1842-04-01 - 1903-01-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences XI Collection,Archaeology ; Art & Art History ; Arts ; Social Sciences,688646958,,2014-05-23,,numichro,numismaticj,numchrjroynumsoc,1842-04-01,1903-01-01,184,binned_3,1842-04-01,1903-01-01,True,http://www.wikidata.org/entity/Q106824567,,The Numismatic Chronicle,Archaeology ; Art & Art History ; Arts ; Social Sciences,62,binned_3,True,True,4,4,Royal Numismatic Society,4,,True,True
Provincial Medical Journal and Retrospect of the Medical Sciences,2041-9961,,1842-04-09,4,1,1844-03-23,7,182,https://www-jstor-org.proxy2.library.illinois.edu/journal/provmedjandrms,,provmedjandrms,,fulltext,,BMJ,serial,,,,,,provmedsurgj1844,provmedsurgj1840,P,1842-04-09 - 1844-03-23,JSTOR Archival Journal & Primary Source Collection ; Life Sciences Collection ; Health & General Sciences Collection,Health Sciences ; Medicine & Allied Health,253478484,2008-247701,2009-10-28,,provmedsurgj1840,provmedsurgj1840,provmedsurgj1844,1842-04-09,1844-03-23,187,binned_3,1842-04-09,1844-03-23,True,http://www.wikidata.org/entity/Q27723446,,Provincial medical journal and retrospect of the medical sciences,Health Sciences ; Medicine & Allied Health,3,binned_0,True,True,2,2,BMJ,2,Q27723446,True,True
Journal of the American Oriental Society,0003-0279,2169-2289,1843-01-01,1,1,2019-10-01,139,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/jameroriesoci,,jameroriesoci,P4Y,fulltext,,American Oriental Society,serial,,,,,,,,P,1843-01-01 - 2019-10-01,JSTOR Essential Collection ; JSTOR Archival Journal & Primary Source Collection ; Asia Collection ; Arts & Sciences II Collection,Area Studies ; Asian Studies ; Middle East Studies,51205584,2002-227369,2002-12-12,,jameroriesoci,jameroriesoci,jameroriesoci,1843-01-01,2019-10-01,177,binned_3,1843-01-01,2019-10-01,True,http://www.wikidata.org/entity/Q6296105,https://en.wikipedia.org/wiki/Journal_of_the_American_Oriental_Society,Journal of the American Oriental Society,Area Studies ; Asian Studies ; Middle East Studies,177,binned_3,True,True,3,3,American Oriental Society,3,Q6296105,True,True
Abstracts of the Papers Communicated to the Royal Society of London,0365-0855,,1843-01-01,5,,1850-01-01,6,,https://www-jstor-org.proxy2.library.illinois.edu/journal/abstpapecommroya,,abstpapecommroya,,fulltext,,Royal Society,serial,,,,,,procroyasocilon3,abstpapeprinphil,P,1843-01-01 - 1850-01-01,JSTOR Archival Journal & Primary Source Collection ; Mathematics & Statistics Collection ; Life Sciences Collection ; Health & General Sciences Collection,Biological Sciences ; General Science ; Mathematics ; Science & Mathematics,45610586,00-227484,2000-12-22,,abstpapeprinphil,abstpapeprinphil,procroyasocilon3,1843-01-01,1850-01-01,331,binned_3,1843-01-01,1850-01-01,False,,,,Biological Sciences ; General Science ; Mathematics ; Science & Mathematics,8,binned_0,True,True,4,4,Royal Society,4,,True,False
Zeitschrift für die gesamte Staatswissenschaft / Journal of Institutional and Theoretical Economics,0044-2550,,1844-01-01,1,1,1985-12-01,141,4,https://www-jstor-org.proxy2.library.illinois.edu/journal/zeitgesastaa,,zeitgesastaa,,fulltext,,Mohr Siebeck GmbH & Co. KG,serial,,,,,,jinsttheoecon,,P,1844-01-01 - 1985-12-01,JSTOR Archival Journal & Primary Source Collection ; Business & Economics Collection ; Arts & Sciences IX Collection ; Business III Collection,Business ; Business & Economics ; Economics ; Political Science ; Social Sciences,569537897,2011234244,2011-07-22,,zeitgesastaa,zeitgesastaa,jinsttheoecon,1844-01-01,1985-12-01,174,binned_3,1844-01-01,1985-12-01,True,http://www.wikidata.org/entity/Q186803,,Zeitschrift für die gesamte Staatswissenschaft,Business ; Business & Economics ; Economics ; Political Science ; Social Sciences,142,binned_3,True,True,5,5,Mohr Siebeck GmbH & Co. KG,5,Q186803,True,True
Transactions of the American Art-Union,2152-6141,2329-3616,1844-01-01,,,1849-01-01,,,https://www-jstor-org.proxy2.library.illinois.edu/journal/tranamerartunio,,tranamerartunio,,fulltext,Publication of this title ceased in 1849.,,serial,,,,,,bullamerartunio,tranapolassoprom,P,1844-01-01 - 1849-01-01,JSTOR Archival Journal & Primary Source Collection ; Arts & Sciences VIII Collection,Art & Art History ; Arts,568752400,2010234957,2010-03-24,,tranapolassoprom,tranapolassoprom,bullamerartunio,1844-01-01,1849-01-01,16,binned_0,1844-01-01,1849-01-01,True,,,,Art & Art History ; Arts,6,binned_0,True,True,2,2,,2,,False,False
Zeitschrift für die religiösen Interessen des Judenthums,2193-9128,2509-9043,1844-04-01,1,1,1845-01-01,2,12,https://www-jstor-org.proxy2.library.illinois.edu/journal/zeitreliintejude,,zeitreliintejude,,fulltext,Publication of this title ceased in 1939.,,serial,,,,,,monagescwissjude,,P,1844-04-01 - 1845-01-01,JSTOR Archival Journal & Primary Source Collection ; Jewish Studies Collection ; Arts & Sciences XV Collection,Area Studies ; Jewish Studies,67712147,,2016-06-27,,zeitreliintejude,zeitreliintejude,monagescwissjude,1844-04-01,1845-01-01,86,binned_2,1844-04-01,1845-01-01,True,http://www.wikidata.org/entity/Q55174615,,Zeitschrift für die religiösen Interessen des Judenthums,Area Studies ; Jewish Studies,2,binned_0,True,True,2,2,,2,Q55174615,True,True
Provincial Medical & Surgical Journal (1844-1852),2041-997X,,1844-04-03,8,1,1852-12-22,16,26,https://www-jstor-org.proxy2.library.illinois.edu/journal/provmedsurgj1844,,provmedsurgj1844,,fulltext,,BMJ,serial,,,,,,londonjmed,provmedjandrms,P,1844-04-03 - 1852-12-22,JSTOR Archival Journal & Primary Source Collection ; Life Sciences Collection ; Health & General Sciences Collection,Health Sciences ; Medicine & Allied Health,237070248,2008-247700,2009-10-28,,provmedjandrms,provmedsurgj1840,londonjmed,1844-04-03,1852-12-22,187,binned_3,1844-04-03,1852-12-22,True,http://www.wikidata.org/entity/Q27721611,,Provincial medical & surgical journal,Health Sciences ; Medicine & Allied Health,9,binned_0,True,True,2,2,BMJ,2,Q27721611,True,True
Revue Archéologique,0035-0737,2104-3868,1844-04-15,1,1,2019-01-01,,2,https://www-jstor-org.proxy2.library.illinois.edu/journal/revuearch,,revuearch,P4Y,fulltext,,Presses Universitaires de France,serial,,,,,,,,P,1844-04-15 - 2019-01-01,Arts & Sciences VI Collection ; JSTOR Archival Journal & Primary Source Collection,Archaeology ; Social Sciences,682788750,,2013-06-14,,revuearch,revuearch,revuearch,1844-04-15,2019-01-01,176,binned_3,1844-04-15,2019-01-01,True,http://www.wikidata.org/entity/Q3428620,https://en.wikipedia.org/wiki/Revue_Arch%C3%A9ologique,Revue archéologique,Archaeology ; Social Sciences,176,binned_3,True,True,2,2,Presses Universitaires de France,2,Q3428620,True,True
The Musical Times and Singing Class Circular,0958-8434,,1844-06-01,1,1,1903-12-01,44,730,https://www-jstor-org.proxy2.library.illinois.edu/journal/musitimesingclas,,musitimesingclas,,fulltext,,Musical Times Publications Ltd.,serial,,,,,,musicaltimes,,P,1844-06-01 - 1903-12-01,JSTOR Essential Collection ; Arts & Sciences III Collection ; Music Collection ; JSTOR Archival Journal & Primary Source Collection,Arts ; Music,53211077,2006-236980,2003-10-08,,musitimesingclas,musitimesingclas,musicaltimes,1844-06-01,1903-12-01,176,binned_3,1844-06-01,1903-12-01,True,http://www.wikidata.org/entity/Q1757371,https://en.wikipedia.org/wiki/The_Musical_Times,The Musical Times,Arts ; Music,60,binned_3,True,True,2,2,Musical Times Publications Ltd.,2,Q1757371,True,True
The Journal of the Ceylon Branch of the Royal Asiatic Society of Great Britain & Ireland,0304-2235,2414-021X,1845-01-01,1,1,1971-01-01,15,,https://www-jstor-org.proxy2.library.illinois.edu/journal/jceylbranroya,,jceylbranroya,,fulltext,,Royal Asiatic Society of Sri Lanka (RASSL),serial,,,,,,jsrilankabranch,,P,1845-01-01 - 1971-01-01,JSTOR Archival Journal & Primary Source Collection ; Asia Collection ; Arts & Sciences XII Collection,Area Studies ; Asian Studies,564904125,,2015-10-19,,jceylbranroya,jceylbranroya,jsrilankabranch,1845-01-01,1971-01-01,176,binned_3,1845-01-01,1971-01-01,True,,,,Area Studies ; Asian Studies,127,binned_3,True,True,2,2,Royal Asiatic Society of Sri Lanka (RASSL),2,,True,False
Scientific American,0036-8733,1946-7087,1845-08-28,1,1,2018-12-01,319,6,https://www-jstor-org.proxy2.library.illinois.edu/journal/scieamer,,scieamer,P5Y,fulltext,,"Scientific American, a division of Nature America, Inc.",serial,,,,,,,,P,1845-08-28 - 2018-12-01,JSTOR Archival Journal & Primary Source Collection ; Life Sciences Collection,General Science ; Science & Mathematics,60637489,2006255042,2017-07-31,,scieamer,scieamer,scieamer,1845-08-28,2018-12-01,174,binned_3,1845-08-28,2018-12-01,True,http://www.wikidata.org/entity/Q39379,https://en.wikipedia.org/wiki/Scientific_American,Scientific American,General Science ; Science & Mathematics,174,binned_3,True,True,2,2,"Scientific American, a division of Nature America, Inc.",2,Q39379,True,True
The Advocate of Peace and Universal Brotherhood,2154-8420,,1846-01-01,1,1,1846-12-01,1,12,https://www-jstor-org.proxy2.library.illinois.edu/journal/advopeacunivbro,,advopeacunivbro,,fulltext,,"Sage Publications, Inc.",serial,,,,,,advopeace1847,advopeace1837,P,1846-01-01 - 1846-12-01,Arts & Sciences VI Collection ; JSTOR Archival Journal & Primary Source Collection,International Relations ; Political Science ; Security Studies ; Social Sciences,55938743,2006255468,2011-06-24,,advopeace1837,advopeace1834,advopeace1847,1846-01-01,1846-12-01,191,binned_3,1846-01-01,1846-12-01,True,http://www.wikidata.org/entity/Q29698498,,The Advocate of Peace and Universal Brotherhood,International Relations ; Political Science ; Security Studies ; Social Sciences,1,binned_0,True,True,4,4,"Sage Publications, Inc.",4,Q29698498,True,True
Zeitschrift der Deutschen Morgenländischen Gesellschaft,0341-0137,2747-4402,1847-01-01,1,1,2017-01-01,167,2,https://www-jstor-org.proxy2.library.illinois.edu/journal/zeitdeutmorggese,,zeitdeutmorggese,P6Y,fulltext,,Harrassowitz Verlag,serial,,,,,,,,P,1847-01-01 - 2017-01-01,JSTOR Archival Journal & Primary Source Collection ; Asia Collection ; Arts & Sciences XIV Collection,Area Studies ; Asian Studies,815747244,sn90039548,2015-09-07,,zeitdeutmorggese,zeitdeutmorggese,zeitdeutmorggese,1847-01-01,2017-01-01,171,binned_3,1847-01-01,2017-01-01,True,http://www.wikidata.org/entity/Q4115333,https://en.wikipedia.org/wiki/Zeitschrift_der_Deutschen_Morgenl%C3%A4ndischen_Gesellschaft,Zeitschrift der Deutschen Morgenländischen Gesellschaft,Area Studies ; Asian Studies,171,binned_3,True,True,2,2,Harrassowitz Verlag,2,Q4115333,True,True
